Time of feeding,Ingredients,Amount,Unit type,Baby's reaction
12/12/2019 3:25:03 PM,Yogurt,2.5,oz,Like it!
12/12/2019 12:40:09 PM,Fruit smoothies,3.75,oz,Like it!
12/12/2019 9:30:40 AM,Oatmeal,2.5,oz,Like it!
12/12/2019 9:40:57 AM,Fruit smoothies,3.75,oz,Like it!
12/12/2019 8:10:45 AM,Oatmeal,1.35,oz,Like it!
12/12/2019 3:05:16 PM,Oatmeal,2.5,oz,Like it!
12/12/2019 7:57:15 PM,Fruit smoothies,1.4,oz,Like it!
12/12/2019 5:10:32 PM,Yogurt,2.1,oz,Like it!
12/11/2019 5:54:49 PM,Fruit smoothies,1.1,oz,Like it!
12/11/2019 3:05:46 PM,Oatmeal,2.5,oz,Like it!
12/11/2019 3:15:58 PM,Yogurt,0.1,oz,Hate it!
12/11/2019 12:05:33 PM,Oatmeal,2.5,oz,Like it!
12/11/2019 12:25:08 PM,Fruit smoothies,3.75,oz,Like it!
12/11/2019 4:20:04 PM,Nuts,0.4,oz,Love it!
12/11/2019 9:30:19 AM,Oatmeal,2.5,oz,Like it!
12/11/2019 12:40:22 PM,Nuts,0.2,oz,Like it!
12/11/2019 7:54:13 PM,Fruit smoothies,2.1,oz,Love it!
12/11/2019 9:40:06 AM,Fruit smoothies,3.75,oz,Like it!
12/10/2019 7:53:18 PM,"Pears,Mango,Spinach",1.7,oz,Love it!
12/10/2019 5:57:45 PM,"Pears,Mango,Spinach",1.9,oz,Love it!
12/10/2019 9:45:50 AM,Fruit smoothies,3.75,oz,Like it!
12/10/2019 3:05:35 PM,Yogurt,2.6,oz,Like it!
12/10/2019 12:00:12 PM,Oatmeal,2.5,oz,Like it!
12/10/2019 3:15:03 PM,Nuts,0.1,oz,Like it!
12/10/2019 3:30:20 PM,Oatmeal,2.5,oz,Like it!
12/10/2019 12:20:40 PM,Nuts,0.2,oz,Like it!
12/10/2019 5:45:30 PM,Fruit smoothies,0.8,oz,Love it!
12/10/2019 12:30:04 PM,"Beef,Other",2.0,oz,Like it!
12/10/2019 9:30:15 AM,Oatmeal,2.5,oz,Like it!
12/09/2019 7:50:12 PM,Fruit smoothies,1.0,oz,Love it!
12/09/2019 3:05:29 PM,Oatmeal,2.3,oz,Like it!
12/09/2019 10:01:59 AM,Fruit smoothies,3.7,oz,Love it!
12/09/2019 12:40:39 PM,Yogurt,2.6,oz,Like it!
12/09/2019 12:05:11 PM,Oatmeal,2.3,oz,Like it!
12/09/2019 3:30:58 PM,Yogurt,2.6,oz,Like it!
12/09/2019 12:15:26 PM,Fruit smoothies,3.7,oz,Like it!
12/09/2019 8:24:51 AM,Oatmeal,2.3,oz,Like it!
12/09/2019 5:36:17 PM,Fruit smoothies,1.6,oz,Love it!
12/09/2019 12:45:15 PM,Nuts,0.2,oz,Love it!
12/09/2019 3:50:35 PM,Nuts,0.2,oz,Love it!
12/08/2019 9:12:48 AM,Nuts,0.3,oz,Love it!
12/08/2019 9:28:25 AM,Fruit smoothies,2.5,oz,Love it!
12/08/2019 4:08:01 PM,Yogurt,0.8,oz,Like it!
12/08/2019 7:48:59 PM,"Pears,Mango,Spinach",3.1,oz,Love it!
12/08/2019 9:18:45 AM,Oatmeal,2.8,oz,Love it!
12/08/2019 3:59:42 PM,Oatmeal,2.8,oz,Like it!
12/08/2019 5:38:59 PM,Yogurt,1.9,oz,Like it!
12/08/2019 12:20:49 PM,Fruit smoothies,3.6,oz,Love it!
12/08/2019 6:15:30 PM,Nuts,0.2,oz,Love it!
12/07/2019 6:00:10 PM,Nuts,0.3,oz,Love it!
12/07/2019 4:40:25 PM,Yogurt,2.9,oz,Like it!
12/07/2019 7:55:45 PM,"Applesauce,Blueberries,Spinach",2.2,oz,Like it!
12/07/2019 9:03:57 AM,Oatmeal,2.5,oz,Like it!
12/07/2019 12:12:20 PM,Fruit smoothies,5.05,oz,Like it!
12/07/2019 4:52:44 PM,"Oatmeal,Nuts",0.5,oz,Hate it!
12/07/2019 9:45:50 AM,Fruit smoothies,2.0,oz,Like it!
12/07/2019 7:35:27 PM,Yogurt,1.7,oz,Love it!
12/06/2019 9:45:39 AM,Rice cereal,3.1,oz,Love it!
12/06/2019 3:05:45 PM,Oatmeal,2.9,oz,Love it!
12/06/2019 5:55:27 PM,Fruit smoothies,1.0,oz,Like it!
12/06/2019 8:01:33 PM,"Applesauce,Blueberries,Spinach",1.0,oz,Like it!
12/06/2019 12:20:57 PM,Oatmeal,0.1,oz,Hate it!
12/06/2019 8:45:06 AM,Fruit smoothies,0.2,oz,Like it!
12/06/2019 10:12:45 AM,Fruit smoothies,2.6,oz,Love it!
12/06/2019 6:09:05 PM,Yogurt,1.4,oz,Like it!
12/06/2019 3:15:24 PM,Yogurt,2.0,oz,Love it!
12/05/2019 12:15:31 PM,Rice cereal,1.3,oz,Like it!
12/05/2019 2:50:55 PM,Rice cereal,0.5,oz,Hate it!
12/05/2019 5:40:05 PM,Fruit smoothies,2.5,oz,Like it!
12/05/2019 9:30:14 AM,"Other,Rice cereal",2.6,oz,Like it!
12/05/2019 3:00:42 PM,Yogurt,0.3,oz,Hate it!
12/05/2019 7:30:49 PM,Fruit smoothies,0.5,oz,Like it!
12/05/2019 9:40:49 AM,Fruit smoothies,4.0,oz,Love it!
12/05/2019 4:30:11 PM,Fruit smoothies,3.75,oz,Love it!
12/05/2019 12:25:43 PM,Yogurt,0.1,oz,Hate it!
12/04/2019 7:12:54 PM,Fruit smoothies,0.2,oz,Hate it!
12/04/2019 9:30:48 AM,Oatmeal,2.3,oz,Like it!
12/04/2019 12:10:45 PM,"Beef,Other",4.0,oz,Like it!
12/04/2019 9:40:23 AM,"Applesauce,Blueberries,Spinach",3.5,oz,Like it!
12/04/2019 4:45:48 PM,Yogurt,2.85,oz,Like it!
12/04/2019 12:00:02 PM,Oatmeal,2.3,oz,Like it!
12/03/2019 7:54:11 PM,"Oatmeal,Other",0.4,oz,Hate it!
12/03/2019 12:05:09 PM,Oatmeal,0.2,oz,Hate it!
12/03/2019 12:15:46 PM,"Beef,Other",1.7,oz,Like it!
12/03/2019 10:25:44 AM,"Bananas,Blueberries",3.75,oz,Like it!
12/03/2019 8:35:11 AM,Rice cereal,1.95,oz,Like it!
12/03/2019 3:00:18 PM,Oatmeal,2.9,oz,Like it!
12/03/2019 3:10:43 PM,Yogurt,2.5,oz,Like it!
12/02/2019 9:30:06 AM,Oatmeal,2.9,oz,Like it!
12/02/2019 12:30:05 PM,Yogurt,2.6,oz,Like it!
12/02/2019 3:25:29 PM,Yogurt,2.6,oz,Like it!
12/02/2019 5:35:42 PM,"Apricots,Sweet potatoes,Bananas",1.9,oz,Like it!
12/02/2019 3:35:46 PM,Oatmeal,2.9,oz,Like it!
12/02/2019 9:50:44 AM,"Applesauce,Pears,Spinach",4.0,oz,Like it!
12/02/2019 12:15:40 PM,"Beef,Other",4.0,oz,Like it!
12/01/2019 10:05:54 AM,"Apricots,Sweet potatoes,Bananas",0.1,oz,Hate it!
12/01/2019 12:57:48 PM,Applesauce,1.9,oz,Like it!
12/01/2019 4:17:16 PM,Oatmeal,1.7,oz,Like it!
12/01/2019 9:16:00 AM,Yogurt,3.45,oz,Like it!
12/01/2019 12:08:53 PM,"Beef,Other",3.6,oz,Like it!
12/01/2019 4:56:05 PM,Oatmeal,2.4,oz,Like it!
12/01/2019 9:53:23 AM,Rice cereal,0.6,oz,Hate it!
11/30/2019 8:50:30 AM,Yogurt,3.0,oz,Like it!
11/30/2019 6:29:11 PM,Rice cereal,2.3,oz,Like it!
11/30/2019 3:50:13 PM,"Beef,Other",3.5,oz,Like it!
11/30/2019 10:50:08 AM,Yogurt,2.25,oz,Like it!
11/30/2019 12:51:44 PM,"Pears,Peaches,Strawberries",1.7,oz,Like it!
11/30/2019 4:04:00 PM,"Pears,Peaches,Strawberries",1.5,oz,Like it!
11/30/2019 7:56:34 PM,"Applesauce,Blueberries,Spinach",3.1,oz,Like it!
11/29/2019 4:13:44 PM,Oatmeal,2.8,oz,Like it!
11/29/2019 6:34:08 PM,"Apricots,Sweet potatoes,Bananas",3.3,oz,Love it!
11/29/2019 8:54:19 AM,"Beef,Other",0.3,oz,Love it!
11/29/2019 8:58:01 AM,Yogurt,3.05,oz,Love it!
11/29/2019 11:19:19 AM,"Beef,Other",3.5,oz,Like it!
11/29/2019 4:02:31 PM,Yogurt,1.15,oz,Like it!
11/28/2019 7:50:20 PM,"Applesauce,Carrots,Mango",3.0,oz,Love it!
11/28/2019 3:47:39 PM,Oatmeal,0.4,oz,Hate it!
11/28/2019 10:54:30 AM,"Beef,Other",3.4,oz,Like it!
11/28/2019 3:53:19 PM,Yogurt,2.2,oz,Like it!
11/28/2019 8:17:03 AM,Yogurt,1.7,oz,Like it!
11/28/2019 9:52:27 AM,"Pears,Mango,Spinach",0.9,oz,Like it!
11/27/2019 9:40:52 AM,"Bananas,Oatmeal,Other",3.0,oz,Like it!
11/27/2019 8:11:21 AM,Rice cereal,1.0,oz,Love it!
11/27/2019 9:35:14 AM,Rice cereal,2.3,oz,Like it!
11/27/2019 3:05:14 PM,Oatmeal,2.3,oz,Like it!
11/27/2019 6:30:55 PM,"Bananas,Oatmeal",3.5,oz,Like it!
11/27/2019 12:00:46 PM,Oatmeal,2.3,oz,Like it!
11/27/2019 12:10:08 PM,"Beef,Other",4.0,oz,Like it!
11/27/2019 3:30:11 PM,Yogurt,0.3,oz,Like it!
11/26/2019 6:07:33 PM,Yogurt,2.5,oz,Like it!
11/26/2019 9:45:54 AM,"Beef,Other",4.0,oz,Like it!
11/26/2019 3:30:33 PM,Rice cereal,2.75,oz,Like it!
11/26/2019 3:20:01 PM,Yogurt,2.2,oz,Like it!
11/26/2019 12:05:21 PM,Rice cereal,2.75,oz,Like it!
11/26/2019 9:30:24 AM,Rice cereal,2.75,oz,Like it!
11/26/2019 3:35:33 PM,Applesauce,2.0,oz,Like it!
11/26/2019 12:15:38 PM,"Applesauce,Carrots,Mango",3.5,oz,Like it!
11/25/2019 5:55:55 PM,"Peas,Broccoli,Pears",1.1,oz,Like it!
11/25/2019 12:10:49 PM,"Applesauce,Carrots,Mango",3.5,oz,Like it!
11/25/2019 9:45:06 AM,"Beef,Other",4.0,oz,Like it!
11/25/2019 9:35:29 AM,Oatmeal,2.1,oz,Like it!
11/25/2019 3:25:37 PM,Oatmeal,2.1,oz,Like it!
11/25/2019 12:00:34 PM,Oatmeal,2.1,oz,Like it!
11/25/2019 3:15:24 PM,Yogurt,4.0,oz,Like it!
11/24/2019 9:58:50 AM,Oatmeal,1.7,oz,Like it!
11/24/2019 3:45:05 PM,Yogurt,3.15,oz,Like it!
11/24/2019 5:30:47 PM,Rice cereal,1.5,oz,Hate it!
11/24/2019 10:30:35 AM,"Pears,Peas,Broccoli",3.75,oz,Like it!
11/24/2019 5:20:43 PM,Yogurt,1.0,oz,
11/24/2019 7:24:34 PM,"Pears,Peaches,Strawberries",0.6,oz,Like it!
11/24/2019 6:26:18 PM,"Pears,Peaches,Strawberries",2.4,oz,Like it!
11/24/2019 11:24:12 AM,Applesauce,3.2,oz,Like it!
11/23/2019 3:50:26 PM,Yogurt,1.75,oz,Love it!
11/23/2019 9:05:34 AM,"Pears,Mango,Spinach",3.75,oz,Love it!
11/23/2019 9:59:22 AM,Oatmeal,0.3,oz,Hate it!
11/23/2019 11:40:19 AM,Oatmeal,0.5,oz,Hate it!
11/23/2019 8:01:07 PM,"Bananas,Blueberries,Other",3.7,oz,Love it!
11/23/2019 11:50:04 AM,Applesauce,3.05,oz,Love it!
11/23/2019 5:57:33 PM,Yogurt,1.55,oz,Love it!
11/22/2019 11:41:21 AM,Oatmeal,2.6,oz,Like it!
11/22/2019 9:23:42 AM,Oatmeal,1.2,oz,Like it!
11/22/2019 6:20:12 PM,"Pears,Broccoli,Spinach",3.75,oz,Like it!
11/22/2019 4:10:58 PM,Yogurt,0.1,oz,Love it!
11/22/2019 10:05:10 AM,"Bananas,Blueberries,Other",3.6,oz,Love it!
11/21/2019 3:25:28 PM,Yogurt,2.5,oz,Like it!
11/21/2019 12:10:10 PM,Oatmeal,2.1,oz,Like it!
11/21/2019 12:15:27 PM,"Chicken,Other",4.0,oz,Like it!
11/21/2019 9:40:15 AM,Oatmeal,2.1,oz,Like it!
11/21/2019 3:10:13 PM,Oatmeal,1.0,oz,Like it!
11/21/2019 9:50:32 AM,"Carrots,Mango,Applesauce",3.5,oz,Like it!
11/20/2019 12:30:31 PM,"Chicken,Other",4.0,oz,Like it!
11/20/2019 4:10:55 PM,Oatmeal,1.0,oz,Like it!
11/20/2019 3:20:09 PM,Yogurt,2.5,oz,Like it!
11/20/2019 9:40:33 AM,Oatmeal,2.1,oz,Like it!
11/20/2019 9:45:49 AM,"Applesauce,Carrots,Mango",3.5,oz,Like it!
11/20/2019 6:18:20 PM,"Applesauce,Carrots,Mango",0.6,oz,Love it!
11/20/2019 12:15:17 PM,Oatmeal,2.1,oz,Like it!
11/20/2019 6:26:05 PM,Applesauce,1.05,oz,Like it!
11/19/2019 9:40:47 AM,"Applesauce,Carrots,Mango",3.5,oz,Like it!
11/19/2019 3:30:37 PM,Yogurt,2.5,oz,Like it!
11/19/2019 12:10:19 PM,Oatmeal,2.1,oz,Like it!
11/19/2019 4:40:43 PM,"Applesauce,Carrots,Mango",2.3,oz,Like it!
11/19/2019 12:25:34 PM,"Turkey,Other",4.0,oz,Like it!
11/19/2019 9:30:12 AM,Oatmeal,2.1,oz,Like it!
11/19/2019 8:27:32 AM,"Carrots,Applesauce,Mango",2.7,oz,Like it!
11/19/2019 3:15:25 PM,Oatmeal,2.1,oz,Like it!
11/18/2019 8:25:13 AM,Applesauce,1.0,oz,Like it!
11/18/2019 12:05:23 PM,"Chicken,Other",4.0,oz,Like it!
11/18/2019 12:20:55 PM,Oatmeal,4.2,oz,Like it!
11/18/2019 3:35:17 PM,"Applesauce,Carrots,Mango",0.7,oz,Like it!
11/18/2019 3:20:47 PM,Oatmeal,0.1,oz,Hate it!
11/18/2019 3:30:04 PM,Yogurt,2.5,oz,Like it!
11/18/2019 8:15:58 AM,Yogurt,3.0,oz,Like it!
11/18/2019 5:10:51 PM,Oatmeal,1.5,oz,Like it!
11/18/2019 7:32:55 PM,Oatmeal,1.65,oz,Like it!
11/17/2019 9:19:15 AM,"Applesauce,Carrots,Mango",1.7,oz,Like it!
11/17/2019 11:21:45 AM,"Applesauce,Spinach",2.9,oz,Like it!
11/17/2019 2:57:45 PM,Yogurt,0.3,oz,Hate it!
11/17/2019 12:55:49 PM,Oatmeal,0.1,oz,Hate it!
11/17/2019 7:14:16 PM,Yogurt,2.6,oz,Like it!
11/17/2019 7:42:40 PM,"Peaches,Pears,Strawberries",1.2,oz,Like it!
11/17/2019 6:10:43 PM,Oatmeal,0.3,oz,Hate it!
11/17/2019 11:14:27 AM,Oatmeal,1.0,oz,Like it!
11/17/2019 6:22:40 PM,"Peaches,Pears,Strawberries",1.9,oz,Hate it!
11/16/2019 3:50:28 PM,"Applesauce,Carrots,Mango",0.8,oz,Like it!
11/16/2019 9:49:58 AM,Oatmeal,2.45,oz,Like it!
11/16/2019 12:20:28 PM,Yogurt,3.8,oz,Love it!
11/16/2019 8:49:42 AM,Oatmeal,2.2,oz,Love it!
11/16/2019 1:01:50 PM,Oatmeal,2.4,oz,Like it!
11/16/2019 6:28:27 PM,Oatmeal,0.7,oz,Hate it!
11/16/2019 3:43:22 PM,Yogurt,0.3,oz,Hate it!
11/15/2019 12:05:15 PM,"Applesauce,Blueberries,Spinach",3.2,oz,Love it!
11/15/2019 5:10:40 PM,Yogurt,1.4,oz,Like it!
11/15/2019 5:24:55 PM,Oatmeal,0.2,oz,Hate it!
11/15/2019 10:17:50 AM,"Pears,Peaches,Strawberries",2.35,oz,Like it!
11/15/2019 9:55:06 AM,"Chicken,Other",1.8,oz,Like it!
11/15/2019 12:54:47 PM,Oatmeal,3.1,oz,Like it!
11/15/2019 4:23:19 PM,Oatmeal,1.1,oz,Like it!
11/15/2019 3:55:35 PM,"Chicken,Other",0.1,oz,Hate it!
11/15/2019 8:52:17 AM,Oatmeal,2.0,oz,Love it!
11/14/2019 5:31:52 PM,"Applesauce,Blueberries,Spinach",3.2,oz,Love it!
11/14/2019 9:30:19 AM,Oatmeal,2.1,oz,Like it!
11/14/2019 12:35:17 PM,"Chicken,Other",4.0,oz,Like it!
11/14/2019 7:30:00 PM,Oatmeal,0.7,oz,Like it!
11/14/2019 8:35:10 AM,Oatmeal,2.2,oz,Like it!
11/14/2019 9:40:47 AM,"Pears,Peaches,Strawberries",3.5,oz,Like it!
11/14/2019 3:05:46 PM,Yogurt,2.5,oz,Like it!
11/14/2019 3:15:13 PM,Oatmeal,2.1,oz,Like it!
11/14/2019 12:05:36 PM,Oatmeal,2.1,oz,Like it!
11/13/2019 6:10:50 PM,"Applesauce,Blueberries,Spinach",3.25,oz,Love it!
11/13/2019 9:30:28 AM,Oatmeal,2.1,oz,Like it!
11/13/2019 12:25:28 PM,"Chicken,Other",4.0,oz,Like it!
11/13/2019 3:05:52 PM,Oatmeal,2.1,oz,Like it!
11/13/2019 9:50:55 AM,"Peaches,Pears,Strawberries",3.5,oz,Like it!
11/13/2019 8:17:38 AM,Oatmeal,2.05,oz,Like it!
11/13/2019 3:15:04 PM,Yogurt,5.3,oz,Like it!
11/13/2019 12:05:32 PM,Oatmeal,2.1,oz,Like it!
11/12/2019 5:58:05 PM,Yogurt,1.6,oz,Like it!
11/12/2019 8:48:47 AM,Oatmeal,1.3,oz,Love it!
11/12/2019 12:30:03 PM,Oatmeal,1.7,oz,Like it!
11/12/2019 5:00:12 PM,Yogurt,1.3,oz,Like it!
11/12/2019 9:00:01 AM,"Chicken,Other",2.2,oz,Like it!
11/12/2019 9:25:42 AM,"Pears,Peaches,Strawberries",3.2,oz,Love it!
11/12/2019 12:34:45 PM,"Chicken,Other",1.6,oz,Like it!
11/12/2019 3:45:27 PM,Yogurt,1.9,oz,Like it!
11/12/2019 12:44:59 PM,Oatmeal,1.15,oz,Like it!
11/11/2019 3:15:31 PM,Oatmeal,2.1,oz,Like it!
11/11/2019 3:20:42 PM,Yogurt,5.3,oz,Like it!
11/11/2019 9:40:55 AM,"Applesauce,Mango,Carrots",2.5,oz,Like it!
11/11/2019 8:35:41 AM,"Applesauce,Spinach,Blueberries",1.5,oz,Like it!
11/11/2019 12:05:34 PM,Oatmeal,2.1,oz,Like it!
11/11/2019 12:10:58 PM,"Chicken,Other",4.0,oz,Like it!
11/11/2019 7:27:14 PM,Oatmeal,0.7,oz,Love it!
11/11/2019 9:30:34 AM,Oatmeal,2.1,oz,Like it!
11/11/2019 4:48:04 PM,"Applesauce,Spinach,Blueberries",3.0,oz,Like it!
11/10/2019 4:18:22 PM,Yogurt,2.4,oz,Like it!
11/10/2019 9:42:09 AM,"Applesauce,Blueberries,Spinach",3.2,oz,Like it!
11/10/2019 4:04:13 PM,"Chicken,Other",1.5,oz,Hate it!
11/10/2019 7:52:04 PM,"Applesauce,Blueberries,Spinach",1.3,oz,Like it!
11/10/2019 8:47:21 AM,Rice cereal,3.0,oz,Love it!
11/10/2019 12:42:29 PM,Oatmeal,0.85,oz,Like it!
11/10/2019 9:49:10 AM,"Chicken,Other",0.1,oz,Hate it!
11/10/2019 12:34:17 PM,Rice cereal,1.8,oz,Like it!
11/10/2019 7:48:13 PM,Oatmeal,2.1,oz,Like it!
11/10/2019 5:20:25 PM,Oatmeal,1.3,oz,Like it!
11/09/2019 10:28:55 AM,Oatmeal,1.3,oz,Hate it!
11/09/2019 5:59:32 PM,"Applesauce,Carrots,Mango,Avocados",0.5,oz,Hate it!
11/09/2019 5:24:57 PM,Oatmeal,1.5,oz,Hate it!
11/09/2019 9:32:34 AM,"Applesauce,Carrots,Mango,Avocados",2.0,oz,Hate it!
11/09/2019 10:02:46 AM,Oatmeal,0.2,oz,Hate it!
11/09/2019 12:35:52 PM,Oatmeal,5.3,oz,Like it!
11/09/2019 11:14:41 AM,Yogurt,1.7,oz,Like it!
11/09/2019 8:23:55 AM,Yogurt,1.4,oz,Like it!
11/08/2019 8:12:35 AM,Rice cereal,1.2,oz,Like it!
11/08/2019 11:12:50 AM,Yogurt,1.7,oz,Like it!
11/08/2019 7:58:28 PM,Oatmeal,0.5,oz,Hate it!
11/08/2019 3:57:30 PM,Yogurt,0.8,oz,Like it!
11/08/2019 9:53:54 AM,"Applesauce,Kale,Avocados",0.6,oz,Hate it!
11/08/2019 5:49:55 PM,"Chicken,Other",3.5,oz,Like it!
11/08/2019 7:00:56 PM,Oatmeal,0.5,oz,Hate it!
11/08/2019 10:34:40 AM,"Applesauce,Kale,Avocados",2.6,oz,Like it!
11/08/2019 12:55:36 PM,Oatmeal,1.7,oz,Like it!
11/07/2019 3:30:51 PM,Yogurt,2.5,oz,Like it!
11/07/2019 7:28:11 PM,Rice cereal,1.6,oz,Love it!
11/07/2019 12:10:43 PM,Oatmeal,2.1,oz,Like it!
11/07/2019 8:00:51 AM,Rice cereal,1.9,oz,Like it!
11/07/2019 12:50:56 PM,"Chicken,Other",4.0,oz,Like it!
11/07/2019 9:40:46 AM,Oatmeal,2.1,oz,Like it!
11/07/2019 3:10:35 PM,Oatmeal,2.1,oz,Like it!
11/07/2019 9:45:01 AM,"Applesauce,Kale,Spinach",3.5,oz,Like it!
11/06/2019 12:05:51 PM,Oatmeal,2.1,oz,Like it!
11/06/2019 3:10:34 PM,Yogurt,5.3,oz,Like it!
11/06/2019 9:30:54 AM,Oatmeal,2.1,oz,Like it!
11/06/2019 7:35:02 PM,Rice cereal,1.2,oz,Like it!
11/06/2019 12:30:30 PM,"Chicken,Other",4.0,oz,Like it!
11/06/2019 9:42:28 AM,"Applesauce,Carrots,Mango",1.7,oz,Like it!
11/06/2019 6:18:54 PM,"Applesauce,Kale,Avocados",2.0,oz,Like it!
11/06/2019 4:55:28 PM,Rice cereal,1.0,oz,Like it!
11/06/2019 3:00:50 PM,Oatmeal,2.1,oz,Like it!
11/05/2019 8:10:13 AM,Rice cereal,1.0,oz,Like it!
11/05/2019 12:15:51 PM,"Chicken,Other",4.0,oz,Like it!
11/05/2019 9:30:34 AM,Oatmeal,2.1,oz,Like it!
11/05/2019 5:48:36 PM,"Applesauce,Kale,Avocados",0.5,oz,Like it!
11/05/2019 7:28:59 PM,Rice cereal,0.6,oz,Like it!
11/05/2019 3:05:04 PM,Oatmeal,1.0,oz,Like it!
11/05/2019 9:50:09 AM,"Applesauce,Carrots,Mango",3.5,oz,Like it!
11/05/2019 5:40:56 PM,Rice cereal,1.75,oz,Love it!
11/05/2019 3:15:19 PM,Yogurt,2.5,oz,Like it!
11/05/2019 12:05:34 PM,Oatmeal,2.1,oz,Like it!
11/04/2019 12:15:50 PM,"Chicken,Other",3.0,oz,Like it!
11/04/2019 12:05:33 PM,Oatmeal,2.1,oz,Like it!
11/04/2019 9:40:41 AM,"Applesauce,Mango,Carrots",3.5,oz,Like it!
11/04/2019 9:30:24 AM,Oatmeal,2.1,oz,Like it!
11/04/2019 3:15:31 PM,Yogurt,2.5,oz,Like it!
11/04/2019 3:10:19 PM,Oatmeal,2.1,oz,Like it!
11/03/2019 8:49:31 AM,"Applesauce,Blueberries,Spinach",3.25,oz,Love it!
11/03/2019 4:02:10 PM,Oatmeal,1.2,oz,Like it!
11/03/2019 5:06:28 PM,Oatmeal,0.5,oz,Hate it!
11/03/2019 8:59:13 AM,"Turkey,Other",1.0,oz,Hate it!
11/03/2019 3:05:41 PM,"Bananas,Oatmeal,Other",2.1,oz,Like it!
11/03/2019 10:03:21 AM,Oatmeal,3.0,oz,Like it!
11/02/2019 9:55:43 AM,"Oatmeal,Bananas,Other",3.75,oz,Like it!
11/02/2019 12:49:50 PM,Oatmeal,0.8,oz,Like it!
11/02/2019 5:08:44 PM,Yogurt,3.8,oz,Like it!
11/02/2019 3:55:09 PM,"Other,Turkey",0.1,oz,Hate it!
11/02/2019 4:15:26 PM,Oatmeal,0.4,oz,Hate it!
11/02/2019 11:17:41 AM,Oatmeal,1.1,oz,Like it!
11/02/2019 7:15:45 PM,Oatmeal,0.8,oz,Like it!
11/01/2019 3:45:19 PM,Yogurt,3.5,oz,Like it!
11/01/2019 10:10:01 AM,Oatmeal,1.9,oz,Hate it!
11/01/2019 3:36:54 PM,"Chicken,Other",1.3,oz,Like it!
11/01/2019 10:50:05 AM,"Chicken,Other",0.1,oz,Hate it!
11/01/2019 5:00:25 PM,Oatmeal,2.5,oz,Like it!
11/01/2019 12:10:37 PM,Chicken,1.8,oz,Hate it!
11/01/2019 8:45:44 AM,"Bananas,Other,Oatmeal",2.2,oz,Like it!
10/31/2019 9:35:02 AM,"Pears,Peaches,Strawberries",3.5,oz,Like it!
10/31/2019 3:15:03 PM,Yogurt,5.3,oz,Like it!
10/31/2019 12:05:44 PM,Oatmeal,2.1,oz,Like it!
10/31/2019 7:29:24 PM,"Oatmeal,Bananas,Other",1.3,oz,Like it!
10/31/2019 12:10:05 PM,"Beef,Other",2.0,oz,Like it!
10/31/2019 7:23:23 PM,Oatmeal,0.85,oz,Love it!
10/31/2019 3:00:35 PM,Oatmeal,2.1,oz,Like it!
10/31/2019 9:30:47 AM,Oatmeal,2.1,oz,Like it!
10/30/2019 12:40:24 PM,Oatmeal,2.1,oz,Like it!
10/30/2019 9:30:43 AM,"Applesauce,Blueberries,Spinach",3.5,oz,Like it!
10/30/2019 3:20:02 PM,Yogurt,5.3,oz,Like it!
10/30/2019 3:00:42 PM,Oatmeal,2.1,oz,Like it!
10/30/2019 5:51:03 PM,"Applesauce,Kale,Avocados",0.5,oz,Love it!
10/30/2019 6:32:01 PM,"Applesauce,Kale,Avocados",2.3,oz,Like it!
10/30/2019 9:50:22 AM,Oatmeal,2.1,oz,Like it!
10/30/2019 12:10:51 PM,"Chicken,Other",4.0,oz,Like it!
10/29/2019 6:41:42 PM,"Kale,Avocados,Applesauce",3.0,oz,Like it!
10/29/2019 8:50:50 AM,Oatmeal,1.0,oz,Like it!
10/29/2019 12:15:51 PM,"Chicken,Other",4.0,oz,Like it!
10/29/2019 9:30:28 AM,Oatmeal,1.0,oz,Like it!
10/29/2019 9:40:50 AM,"Applesauce,Mango,Carrots",3.5,oz,Like it!
10/29/2019 3:05:28 PM,Yogurt,5.2,oz,Like it!
10/29/2019 3:10:02 PM,Oatmeal,2.1,oz,Like it!
10/29/2019 12:00:33 PM,Oatmeal,2.1,oz,Like it!
10/28/2019 3:15:08 PM,Yogurt,2.5,oz,Like it!
10/28/2019 12:40:38 PM,"Pears,Peaches,Strawberries",3.5,oz,Like it!
10/28/2019 6:56:07 PM,"Other,Bananas,Oatmeal",0.5,oz,Love it!
10/28/2019 9:30:27 AM,Oatmeal,2.1,oz,Like it!
10/28/2019 3:25:55 PM,"Chicken,Other",4.0,oz,Like it!
10/28/2019 12:15:02 PM,Oatmeal,4.2,oz,Like it!
10/27/2019 12:13:53 PM,Yogurt,1.0,oz,Like it!
10/27/2019 6:30:56 PM,Oatmeal,1.3,oz,Like it!
10/27/2019 4:21:38 PM,"Chicken,Other",0.5,oz,Hate it!
10/27/2019 12:00:26 PM,"Chicken,Other",0.7,oz,Hate it!
10/27/2019 3:52:59 PM,Oatmeal,1.0,oz,Hate it!
10/27/2019 6:34:46 PM,Rice cereal,1.7,oz,Like it!
10/27/2019 7:51:45 PM,Oatmeal,3.0,oz,Like it!
10/27/2019 9:35:25 AM,Oatmeal,1.5,oz,Hate it!
10/27/2019 4:07:36 PM,"Pears,Strawberries,Peaches",3.2,oz,Like it!
10/26/2019 6:10:41 PM,"Bananas,Blueberries,Oatmeal",2.0,oz,Like it!
10/26/2019 5:20:51 PM,Oatmeal,1.1,oz,Like it!
