Diaper time,In the diaper,Color,Texture
11/18/2022 1:28:00 PM,pee,,
11/18/2022 11:26:00 AM,pee,,
11/18/2022 9:06:00 AM,pee and poo,green,Solid
11/18/2022 7:14:01 AM,pee,,
11/18/2022 1:49:00 AM,pee,,
11/17/2022 5:25:00 PM,pee and poo,yellow,Runny
11/17/2022 3:56:00 PM,pee,,
11/17/2022 2:18:00 PM,pee,,
11/17/2022 12:33:00 PM,pee and poo,green,Solid
11/17/2022 11:05:00 AM,pee and poo,green,Solid
11/17/2022 9:24:00 AM,pee,,
11/17/2022 7:18:00 AM,pee,,
11/17/2022 3:17:00 AM,pee,,
11/16/2022 5:53:00 PM,pee and poo,yellow,Mushy
11/16/2022 5:05:00 PM,pee,,
11/16/2022 2:03:00 PM,pee and poo,green,Solid
11/16/2022 12:09:00 PM,pee,,
11/16/2022 9:54:00 AM,pee,,
11/16/2022 9:05:00 AM,pee,,
11/16/2022 7:25:00 AM,pee,,
11/16/2022 5:08:00 AM,pee,,
11/15/2022 7:39:00 PM,pee,,
11/15/2022 4:59:00 PM,pee,,
11/15/2022 1:58:00 PM,pee and poo,green,Solid
11/15/2022 10:58:00 AM,pee,,
11/15/2022 8:41:00 AM,pee,,
11/15/2022 7:21:00 AM,pee,,
11/15/2022 5:01:00 AM,pee,,
11/14/2022 4:49:00 PM,pee,,
11/14/2022 1:43:00 PM,pee,,
11/14/2022 11:48:00 AM,pee and poo,green,Solid
11/14/2022 10:56:00 AM,pee,,
11/14/2022 8:41:00 AM,pee,,
11/14/2022 7:05:00 AM,pee,,
11/13/2022 6:45:00 PM,pee,,
11/13/2022 12:40:00 PM,pee,,
11/13/2022 5:48:00 AM,pee,,
11/12/2022 7:38:00 PM,pee,,
11/12/2022 12:04:00 PM,pee,,
11/12/2022 3:45:00 PM,pee,,
11/12/2022 4:24:00 AM,pee,,
11/11/2022 4:10:00 PM,pee and poo,green,Very runny
11/11/2022 2:52:00 PM,pee,,
11/11/2022 12:41:00 PM,pee,,
11/11/2022 6:09:00 PM,poo,green,Runny
11/11/2022 10:54:00 AM,pee and poo,green,Solid
11/11/2022 10:06:00 AM,pee,,
11/11/2022 7:47:00 AM,poo,green,Mushy
11/11/2022 7:10:00 AM,pee,,
11/11/2022 4:41:00 AM,pee,,
11/10/2022 6:02:00 PM,pee,,
11/10/2022 1:48:13 PM,pee,,
11/10/2022 8:40:00 AM,pee,,
11/09/2022 5:50:00 PM,pee and poo,green,Solid
11/09/2022 3:47:00 PM,pee,,
11/09/2022 12:10:00 PM,pee and poo,green,Solid
11/09/2022 11:12:00 AM,pee and poo,green,Solid
11/09/2022 8:50:00 AM,pee,,
11/09/2022 7:20:00 AM,pee,,
11/09/2022 3:11:00 AM,pee,,
11/08/2022 7:44:15 PM,pee,,
11/08/2022 5:20:00 PM,pee,,
11/08/2022 3:56:00 PM,pee,,
11/08/2022 12:36:00 PM,pee,,
11/08/2022 8:37:00 AM,pee and poo,green,Solid
11/08/2022 7:31:00 AM,pee,,
11/08/2022 2:39:00 AM,pee,,
11/07/2022 4:05:00 PM,pee,,
11/07/2022 12:26:00 PM,pee,,
11/07/2022 10:07:00 AM,pee,,
11/07/2022 7:26:00 AM,pee,,
11/07/2022 3:01:57 AM,pee,,
11/06/2022 5:30:00 PM,pee,,
11/06/2022 1:55:00 PM,pee,,
11/06/2022 12:09:00 PM,pee,,
11/06/2022 9:13:57 AM,pee,,
11/06/2022 3:24:00 AM,pee,,
11/05/2022 5:05:00 PM,pee and poo,green,Mushy
11/05/2022 12:00:20 PM,pee,,
11/05/2022 12:03:00 PM,pee,,
11/05/2022 9:36:00 AM,pee,,
11/05/2022 7:56:00 AM,pee,,
11/05/2022 3:24:00 AM,pee,,
11/04/2022 7:00:00 PM,pee,,
11/04/2022 3:56:00 PM,pee,,
11/04/2022 1:03:00 PM,pee and poo,green,Solid
11/04/2022 11:35:00 AM,pee,,
11/04/2022 9:10:00 AM,pee,,
11/04/2022 7:10:00 AM,pee,,
11/03/2022 7:18:00 PM,pee,,
11/03/2022 4:05:00 PM,pee,,
11/03/2022 1:22:00 PM,pee and poo,green,Solid
11/03/2022 11:04:00 AM,pee,,
11/03/2022 9:40:00 AM,pee,,
11/03/2022 7:18:00 AM,pee,,
11/03/2022 4:43:00 AM,pee,,
11/02/2022 5:07:00 PM,pee,,
11/02/2022 3:02:00 PM,pee,,
11/02/2022 11:19:00 AM,pee,,
11/02/2022 9:11:00 AM,pee,,
11/02/2022 9:11:00 AM,pee,,
11/02/2022 7:20:00 AM,pee,,
11/02/2022 5:53:00 AM,pee,,
11/01/2022 6:30:00 PM,pee,,
11/01/2022 4:01:00 PM,pee and poo,green,Solid
11/01/2022 3:37:00 PM,pee,,
11/01/2022 12:54:00 PM,pee,,
11/01/2022 10:58:00 AM,pee,,
11/01/2022 8:37:00 AM,pee,,
11/01/2022 7:23:00 AM,pee,,
11/01/2022 6:16:00 AM,pee,,
10/31/2022 6:39:00 PM,pee,,
10/31/2022 4:13:00 PM,pee,,
10/31/2022 2:25:00 PM,pee,,
10/31/2022 11:20:00 AM,pee,,
10/31/2022 9:04:00 AM,pee and poo,green,Solid
10/31/2022 8:50:00 AM,pee,,
10/31/2022 7:49:00 AM,pee,,
10/31/2022 3:48:00 AM,pee,,
10/30/2022 5:09:00 PM,pee,,
10/30/2022 12:26:00 PM,pee,,
10/30/2022 9:32:00 AM,pee,,
10/30/2022 8:04:00 AM,pee,,
10/30/2022 5:15:00 AM,pee,,
10/29/2022 6:48:00 PM,pee,,
10/29/2022 12:51:53 PM,pee,,
10/29/2022 9:32:00 AM,pee,,
10/29/2022 8:07:00 AM,pee,,
10/29/2022 5:26:00 AM,pee,,
10/28/2022 6:43:00 PM,pee and poo,green,Mushy
10/28/2022 4:04:00 PM,pee,,
10/28/2022 2:30:00 PM,pee,,
10/28/2022 10:49:00 AM,pee,,
10/28/2022 8:53:00 AM,pee,,
10/28/2022 7:15:00 AM,pee,,
10/28/2022 3:40:00 AM,pee,,
10/27/2022 6:56:47 PM,pee,,
10/27/2022 4:30:00 PM,pee,,
10/27/2022 11:35:50 AM,pee,,
10/27/2022 9:03:00 AM,pee,,
10/26/2022 10:40:00 PM,pee,,
10/26/2022 4:40:00 PM,pee and poo,green,Solid
10/26/2022 3:26:00 PM,pee,,
10/26/2022 12:23:00 PM,pee,,
10/26/2022 9:55:00 AM,pee,,
10/26/2022 6:17:00 AM,pee,,
10/25/2022 5:39:00 PM,pee,,
10/25/2022 4:00:00 PM,pee and poo,green,Solid
10/25/2022 2:45:00 PM,pee,,
10/25/2022 11:04:00 AM,pee,,
10/25/2022 8:58:00 AM,pee,,
10/25/2022 4:45:00 AM,pee,,
10/24/2022 6:00:00 PM,pee,,
10/24/2022 4:23:00 PM,pee and poo,green,Solid
10/24/2022 2:14:00 PM,pee,,
10/24/2022 10:46:00 AM,pee and poo,green,Solid
10/24/2022 9:01:00 AM,pee,,
10/24/2022 7:24:49 AM,pee,,
10/24/2022 4:53:00 AM,pee,,
10/23/2022 5:32:17 PM,pee,,
10/23/2022 8:49:36 AM,pee,,
10/23/2022 5:51:00 AM,pee,,
10/22/2022 6:44:00 PM,pee,,
10/22/2022 1:55:00 PM,pee and poo,green,Solid
10/22/2022 8:33:00 AM,pee,,
10/22/2022 6:01:00 AM,pee,,
10/21/2022 4:26:00 PM,pee,,
10/21/2022 3:43:00 PM,pee,,
10/21/2022 1:33:00 PM,pee,,
10/21/2022 11:50:00 AM,pee,,
10/21/2022 9:11:00 AM,pee and poo,green,Solid
10/21/2022 8:55:00 AM,pee,,
10/21/2022 5:48:00 AM,pee,,
10/20/2022 6:08:00 PM,pee,,
10/20/2022 2:36:00 PM,pee and poo,green,Solid
10/20/2022 4:24:00 PM,pee,,
10/20/2022 12:48:00 PM,pee,,
10/20/2022 10:45:00 AM,pee,,
10/20/2022 7:40:00 AM,pee,,
10/20/2022 7:20:00 AM,pee,,
10/20/2022 2:15:00 AM,pee,,
10/19/2022 5:48:00 PM,pee,,
10/19/2022 3:59:00 PM,pee and poo,green,Solid
10/19/2022 2:07:00 PM,pee,,
10/19/2022 12:33:00 PM,pee,,
10/19/2022 10:50:00 AM,pee,,
10/19/2022 8:48:00 AM,pee,,
10/19/2022 5:53:00 AM,pee,,
10/18/2022 5:55:00 PM,pee,,
10/18/2022 4:02:00 PM,pee,,
10/18/2022 1:01:00 PM,pee,,
10/18/2022 10:41:00 AM,pee,,
10/18/2022 9:20:00 AM,pee,,
10/18/2022 7:37:00 AM,pee,,
10/17/2022 5:55:00 PM,pee,,
10/17/2022 5:06:00 PM,pee,,
10/17/2022 3:37:00 PM,pee,,
10/17/2022 12:44:00 PM,pee and poo,green,Solid
10/17/2022 10:50:00 AM,pee,,
10/17/2022 9:24:00 AM,pee,,
10/17/2022 7:45:00 AM,poo,green,Solid
10/17/2022 7:25:00 AM,pee,,
10/17/2022 4:15:00 AM,pee,,
10/16/2022 10:50:00 PM,pee,,
10/16/2022 5:06:00 PM,pee,,
10/16/2022 12:56:00 PM,pee,,
10/16/2022 9:09:13 AM,poo,green,Solid
10/16/2022 8:14:53 AM,pee,,
10/16/2022 3:25:32 AM,pee,,
10/15/2022 7:25:00 PM,pee,,
10/15/2022 5:27:00 PM,pee,,
10/15/2022 1:40:00 PM,pee,,
10/15/2022 11:32:42 AM,pee and poo,green,Solid
10/15/2022 7:45:00 AM,pee,,
10/15/2022 3:51:00 AM,pee,,
10/14/2022 8:02:00 AM,pee,,
10/14/2022 6:33:10 PM,pee,,
10/14/2022 4:30:00 PM,pee and poo,green,Solid
10/14/2022 2:44:00 PM,pee,,
10/14/2022 11:15:00 AM,pee,,
10/14/2022 9:20:00 AM,pee,,
10/14/2022 4:34:00 AM,pee,,
10/13/2022 6:47:00 PM,pee,,
10/13/2022 4:26:00 PM,pee,,
10/13/2022 12:45:00 PM,pee,,
10/13/2022 8:25:00 AM,pee and poo,green,Solid
10/13/2022 7:10:00 AM,pee,,
10/13/2022 4:57:00 AM,pee,,
10/12/2022 6:39:00 PM,pee,,
10/12/2022 3:21:00 PM,pee,,
10/12/2022 12:56:00 PM,pee,,
10/12/2022 11:27:00 AM,pee,,
10/12/2022 9:09:00 AM,pee,,
10/12/2022 5:32:00 AM,pee,,
10/11/2022 6:00:00 PM,pee,,
10/11/2022 4:41:00 PM,pee,,
10/11/2022 1:59:00 PM,pee,,
10/11/2022 11:19:00 AM,pee,,
10/11/2022 9:21:00 AM,pee and poo,green,Solid
10/11/2022 8:00:00 AM,pee,,
10/11/2022 7:12:00 AM,pee,,
10/11/2022 4:11:00 AM,pee,,
10/10/2022 5:45:00 PM,pee,,
10/10/2022 4:10:00 PM,pee,,
10/10/2022 2:42:00 PM,pee,,
10/10/2022 12:56:00 PM,pee,,
10/10/2022 11:15:00 AM,pee,,
10/10/2022 9:10:00 AM,pee,,
10/10/2022 6:32:00 AM,pee,,
10/10/2022 3:44:00 AM,pee,,
10/09/2022 4:45:00 PM,pee and poo,green,Solid
10/09/2022 1:36:00 PM,pee,,
10/09/2022 9:37:00 AM,pee,,
10/09/2022 4:57:00 AM,pee,,
10/08/2022 6:15:00 PM,pee,,
10/08/2022 12:41:00 PM,pee and poo,green,Mushy
10/08/2022 8:57:46 AM,pee,,
10/08/2022 7:58:00 AM,pee and poo,green,Solid
10/08/2022 7:31:00 AM,pee,,
10/08/2022 4:16:00 AM,pee,,
10/07/2022 6:07:52 PM,pee,,
10/07/2022 4:08:00 PM,pee,,
10/07/2022 12:30:00 PM,pee,,
10/07/2022 8:08:00 AM,pee,,
10/07/2022 4:47:00 AM,pee,,
10/06/2022 10:04:00 PM,pee,,
10/06/2022 5:55:00 PM,pee,,
10/06/2022 4:39:00 PM,pee,,
10/06/2022 11:38:00 AM,pee,,
10/06/2022 8:49:00 AM,pee,,
10/06/2022 3:46:00 PM,pee,,
10/06/2022 2:47:00 PM,pee and poo,yellow,Mushy
10/06/2022 8:49:00 AM,pee,,
10/06/2022 11:38:00 AM,pee,,
10/06/2022 4:31:00 AM,pee,,
10/05/2022 5:43:00 PM,pee,,
10/05/2022 1:02:00 PM,pee,,
10/05/2022 11:18:00 AM,pee,,
10/05/2022 9:01:00 AM,pee and poo,green,Mushy
10/05/2022 7:35:00 AM,pee,,
10/05/2022 2:58:00 AM,pee,,
10/04/2022 5:57:00 PM,pee,,
10/04/2022 2:38:00 PM,pee,,
10/04/2022 4:57:00 PM,pee and poo,green,Mushy
10/04/2022 11:16:00 AM,pee,,
10/04/2022 8:54:00 AM,pee,,
10/04/2022 7:28:00 AM,pee,,
10/04/2022 4:24:00 AM,pee,,
10/03/2022 5:52:00 PM,pee and poo,green,Mushy
10/03/2022 4:29:00 PM,pee and poo,green,Solid
10/03/2022 3:00:00 PM,pee,,
10/03/2022 11:22:00 AM,pee,,
10/03/2022 9:00:00 AM,pee,,
10/03/2022 5:27:00 AM,pee,,
10/02/2022 6:01:00 PM,pee,,
10/02/2022 3:03:00 PM,pee,,
10/02/2022 1:01:00 PM,pee,,
10/02/2022 10:51:00 AM,pee,,
10/02/2022 9:08:00 AM,pee,,
10/02/2022 7:13:44 AM,pee,,
10/02/2022 5:25:00 AM,pee,,
10/01/2022 4:45:00 PM,pee and poo,green,Solid
10/01/2022 2:42:00 PM,pee,,
10/01/2022 11:55:00 AM,pee,,
10/01/2022 9:13:00 AM,pee,,
10/01/2022 8:00:00 AM,pee,,
10/01/2022 4:52:00 AM,pee,,
09/30/2022 5:50:00 PM,pee,,
09/30/2022 3:00:00 PM,pee,,
09/30/2022 4:32:00 PM,pee and poo,green,Solid
09/30/2022 11:22:00 AM,pee,,
09/30/2022 7:35:18 AM,pee,,
09/30/2022 9:00:00 AM,pee,,
09/30/2022 7:20:00 AM,pee,,
09/30/2022 5:44:00 AM,pee,,
09/29/2022 6:24:00 PM,pee,,
09/29/2022 4:56:06 PM,pee and poo,green,Solid
09/29/2022 12:51:00 PM,pee,,
09/29/2022 11:13:00 AM,pee,,
09/29/2022 8:57:00 AM,pee,,
09/29/2022 7:00:00 AM,pee,,
09/29/2022 5:16:00 AM,pee,,
09/28/2022 6:19:57 PM,pee,,
09/28/2022 3:58:00 PM,pee and poo,yellow,Solid
09/28/2022 2:10:00 PM,pee,,
09/28/2022 12:13:00 PM,pee,,
09/28/2022 10:17:00 AM,pee,,
09/28/2022 9:03:00 AM,pee,,
09/28/2022 7:18:00 AM,pee,,
09/28/2022 5:50:00 AM,pee,,
09/27/2022 7:12:00 AM,pee,,
09/27/2022 5:45:00 PM,pee,,
09/27/2022 4:16:00 PM,pee and poo,yellow,Solid
09/27/2022 1:44:00 PM,pee,,
09/27/2022 8:54:00 AM,pee,,
09/27/2022 5:27:00 AM,pee,,
09/26/2022 7:15:00 AM,pee,,
09/26/2022 5:45:00 PM,pee and poo,green,Solid
09/26/2022 4:40:00 PM,pee and poo,yellow,Solid
09/26/2022 3:25:00 PM,pee,,
09/26/2022 12:46:00 PM,pee,,
09/26/2022 10:54:00 AM,pee,,
09/26/2022 9:05:00 AM,pee,,
09/26/2022 6:12:00 AM,pee,,
09/25/2022 7:14:00 AM,pee,,
09/25/2022 10:10:20 PM,pee,,
09/25/2022 3:48:00 PM,pee and poo,yellow,Solid
09/25/2022 11:05:00 AM,pee,,
09/25/2022 8:56:00 AM,poo,yellow,Solid
09/25/2022 8:25:00 AM,pee,,
09/25/2022 5:49:00 AM,pee,,
09/24/2022 7:11:00 AM,pee,,
09/24/2022 7:07:04 PM,pee,,
09/24/2022 4:09:28 PM,pee,,
09/24/2022 1:06:57 PM,pee,,
09/24/2022 11:10:00 AM,pee,,
09/24/2022 8:30:00 AM,pee,,
09/24/2022 5:35:00 AM,pee,,
09/23/2022 7:13:00 AM,pee,,
09/23/2022 8:42:00 PM,pee,,
09/23/2022 4:03:00 PM,pee,,
09/23/2022 4:45:00 PM,pee,,
09/23/2022 1:23:00 PM,pee,,
09/23/2022 11:11:00 AM,pee,,
09/23/2022 9:16:00 AM,pee,,
09/23/2022 6:06:00 AM,pee and poo,yellow,Solid
09/22/2022 7:11:00 AM,pee,,
09/22/2022 5:55:47 PM,pee,,
09/22/2022 4:10:00 PM,pee,,
09/22/2022 2:22:00 PM,pee,,
09/22/2022 1:10:00 PM,pee,,
09/22/2022 11:16:00 AM,pee,,
09/22/2022 9:00:00 AM,pee,,
09/22/2022 5:47:23 AM,pee,,
09/21/2022 7:04:00 PM,pee and poo,yellow,Solid
09/21/2022 4:51:00 PM,pee,,
09/21/2022 3:47:00 PM,pee,,
09/21/2022 10:59:00 AM,pee and poo,yellow,Solid
09/21/2022 9:23:00 AM,pee,,
09/21/2022 7:10:00 AM,pee,,
09/21/2022 5:30:00 AM,pee,,
09/20/2022 5:45:00 PM,pee,,
09/20/2022 4:30:00 PM,pee,,
09/20/2022 2:14:00 PM,pee and poo,yellow,Solid
09/20/2022 12:15:00 PM,pee and poo,yellow,Solid
09/20/2022 11:01:00 AM,pee,,
09/20/2022 9:28:00 AM,pee,,
09/20/2022 6:45:15 AM,pee and poo,yellow,Solid
09/19/2022 6:15:01 PM,pee,,
09/19/2022 4:00:00 PM,pee,,
09/19/2022 2:51:00 PM,pee,,
09/19/2022 11:40:00 AM,pee,,
09/19/2022 8:54:00 AM,pee,,
09/19/2022 7:02:00 AM,pee,,
09/18/2022 6:42:00 PM,pee,,
09/18/2022 3:07:00 PM,pee,,
09/18/2022 12:58:00 PM,pee,,
09/18/2022 11:02:00 AM,pee,,
09/18/2022 8:52:00 AM,pee,,
09/18/2022 6:19:24 AM,pee,,
09/17/2022 6:47:16 PM,pee,,
09/17/2022 2:53:00 PM,pee,,
09/17/2022 9:04:44 AM,pee,,
09/17/2022 6:20:00 AM,pee,,
09/16/2022 11:09:00 PM,pee,,
09/16/2022 5:44:00 PM,poo,yellow,Solid
09/16/2022 5:34:00 PM,pee,,
09/16/2022 3:30:00 PM,pee,,
09/16/2022 2:09:00 PM,pee,,
09/16/2022 11:17:00 AM,pee and poo,yellow,Solid
09/16/2022 10:39:00 AM,pee,,
09/16/2022 8:53:00 AM,pee,,
09/16/2022 7:27:00 AM,pee,,
09/16/2022 5:50:00 AM,pee,,
09/15/2022 6:50:31 PM,pee,,
09/15/2022 5:15:00 PM,pee and poo,green,Solid
09/15/2022 3:22:00 PM,pee,,
09/15/2022 12:46:00 PM,pee,,
09/15/2022 10:45:00 AM,pee,,
09/15/2022 9:22:00 AM,pee,,
09/15/2022 5:18:00 AM,pee,,
09/14/2022 10:11:28 PM,pee,,
09/14/2022 6:59:00 PM,pee,,
09/14/2022 4:56:00 PM,pee and poo,yellow,Solid
09/14/2022 4:11:00 PM,pee,,
09/14/2022 2:05:00 PM,pee,,
09/14/2022 12:13:00 PM,pee and poo,yellow,Solid
09/14/2022 11:05:00 AM,pee,,
09/14/2022 9:03:00 AM,pee,,
09/14/2022 5:55:34 AM,pee,,
09/13/2022 11:09:00 PM,pee,,
09/13/2022 4:37:00 PM,pee and poo,yellow,Solid
09/13/2022 6:00:00 PM,pee and poo,yellow,Mushy
09/13/2022 4:20:00 PM,pee and poo,yellow,Solid
09/13/2022 2:13:00 PM,pee,,
09/13/2022 12:45:00 PM,pee,,
09/13/2022 10:31:00 AM,pee,,
09/13/2022 8:59:00 AM,pee,,
09/13/2022 5:18:12 AM,pee,,
09/12/2022 11:09:00 PM,pee,,
09/12/2022 6:59:56 PM,pee,,
09/12/2022 4:01:00 PM,pee,,
09/12/2022 2:24:00 PM,poo,yellow,Solid
09/12/2022 2:21:00 PM,pee and poo,yellow,Solid
09/12/2022 12:05:00 PM,pee,,
09/12/2022 11:42:00 AM,pee,,
09/12/2022 9:00:00 AM,pee,,
09/12/2022 6:11:00 AM,pee,,
09/11/2022 4:03:00 PM,poo,yellow,Solid
09/11/2022 11:06:06 PM,pee,,
09/11/2022 7:00:00 PM,pee,,
09/11/2022 3:31:42 PM,pee,,
09/11/2022 12:25:00 PM,pee and poo,yellow,Solid
09/11/2022 8:21:00 AM,pee,,
09/11/2022 5:48:00 AM,pee,,
09/10/2022 11:07:53 PM,pee,,
09/10/2022 5:32:01 PM,pee,,
09/10/2022 1:06:00 PM,pee,,
09/10/2022 11:23:00 AM,pee and poo,yellow,Solid
09/10/2022 8:38:00 AM,pee,,
09/10/2022 6:03:00 AM,pee,,
09/09/2022 11:12:00 PM,pee,,
09/09/2022 5:10:00 PM,pee and poo,yellow,Solid
09/09/2022 3:53:00 PM,pee,,
09/09/2022 2:10:00 PM,pee,,
09/09/2022 12:51:00 PM,pee,,
09/09/2022 10:49:00 AM,pee,,
09/09/2022 8:55:00 AM,pee,,
09/09/2022 6:13:00 AM,pee,,
09/08/2022 11:11:00 PM,pee,,
09/08/2022 7:01:00 PM,pee and poo,yellow,Solid
09/08/2022 3:42:00 PM,pee,,
09/08/2022 12:52:00 PM,pee and poo,yellow,Solid
09/08/2022 10:20:00 AM,pee,,
09/08/2022 8:47:00 AM,pee,,
09/08/2022 4:45:00 AM,pee,,
09/07/2022 11:10:00 PM,pee,,
09/07/2022 6:40:00 PM,poo,yellow,Solid
09/07/2022 6:07:53 PM,pee,,
09/07/2022 3:12:00 PM,pee,,
09/07/2022 1:12:00 PM,pee,,
09/07/2022 11:24:00 AM,pee,,
09/07/2022 11:00:00 AM,pee,,
09/07/2022 8:40:00 AM,pee,,
09/07/2022 7:59:14 AM,pee,,
09/07/2022 6:11:23 AM,pee,,
09/06/2022 11:08:00 PM,pee,,
09/06/2022 5:34:00 PM,pee,,
09/06/2022 3:30:00 PM,pee,,
09/06/2022 11:04:00 AM,pee,,
09/06/2022 8:48:00 AM,pee,,
09/06/2022 5:28:00 AM,pee,,
09/05/2022 7:02:00 PM,pee,,
09/05/2022 4:14:20 PM,pee,,
09/05/2022 12:15:00 PM,pee and poo,yellow,Solid
09/05/2022 8:50:00 AM,pee and poo,yellow,Solid
09/05/2022 6:47:00 AM,pee,,
09/04/2022 6:39:56 PM,pee,,
09/04/2022 4:26:00 PM,pee and poo,yellow,Solid
09/04/2022 12:53:00 PM,pee,,
09/04/2022 8:45:00 AM,pee,,
09/04/2022 6:00:00 AM,pee,,
09/03/2022 6:20:00 PM,pee,,
09/03/2022 12:58:00 PM,pee,,
09/03/2022 8:45:00 AM,pee,,
09/03/2022 5:35:00 AM,pee,,
09/02/2022 3:51:00 PM,pee,,
09/02/2022 1:00:00 PM,pee and poo,yellow,Solid
09/02/2022 11:17:08 AM,pee,,
09/02/2022 8:50:00 AM,pee and poo,yellow,Solid
09/02/2022 6:13:00 AM,pee,,
09/01/2022 6:57:00 PM,pee,,
09/01/2022 2:43:23 PM,pee,,
09/01/2022 12:31:00 PM,pee,,
09/01/2022 7:50:28 AM,pee,,
09/01/2022 4:35:00 AM,pee,,
08/31/2022 7:00:00 PM,pee and poo,yellow,Solid
08/31/2022 5:25:00 PM,pee,,
08/31/2022 1:06:45 PM,pee,,
08/31/2022 8:57:00 AM,pee,,
08/31/2022 6:25:00 AM,pee,,
08/30/2022 7:10:00 PM,pee and poo,yellow,Solid
08/30/2022 3:53:31 PM,pee,,
08/30/2022 12:51:00 PM,pee,,
08/30/2022 8:58:45 AM,pee,,
08/30/2022 6:30:00 AM,pee,,
08/29/2022 7:15:00 PM,pee,,
08/29/2022 12:57:47 PM,pee,,
08/29/2022 8:55:00 AM,pee,,
08/29/2022 5:10:00 AM,pee,,
08/28/2022 6:50:00 PM,pee and poo,yellow,Solid
08/28/2022 4:41:00 PM,pee and poo,yellow,Solid
08/28/2022 12:56:00 PM,pee and poo,yellow,Solid
08/28/2022 9:00:00 AM,pee,,
08/28/2022 6:56:00 AM,pee,,
08/27/2022 6:55:23 PM,pee,,
08/27/2022 3:09:56 PM,pee,,
08/27/2022 7:13:00 AM,pee,,
08/26/2022 4:32:53 PM,pee,,
08/26/2022 8:54:00 AM,pee,,
08/26/2022 6:02:25 AM,pee,,
08/25/2022 3:50:00 PM,pee and poo,yellow,Solid
08/25/2022 3:30:00 PM,pee and poo,yellow,Solid
08/25/2022 6:24:00 PM,pee and poo,yellow,Mushy
08/25/2022 11:59:06 AM,pee,,
08/25/2022 7:31:00 AM,pee,,
08/24/2022 6:23:57 PM,pee and poo,yellow,Mushy
08/24/2022 4:56:06 PM,pee and poo,yellow,Solid
08/24/2022 11:56:58 AM,pee,,
08/24/2022 6:23:35 AM,pee,,
08/23/2022 8:03:25 PM,pee,,
08/23/2022 3:54:00 PM,pee,,
08/23/2022 8:55:36 AM,pee,,
08/23/2022 6:15:56 AM,pee,,
08/22/2022 11:04:00 PM,pee and poo,yellow,Solid
08/22/2022 8:36:17 PM,pee,,
08/22/2022 4:41:35 PM,pee,,
08/22/2022 12:19:00 PM,pee,,
08/22/2022 7:00:00 AM,pee,,
08/21/2022 7:15:00 PM,pee,,
08/21/2022 5:44:00 PM,pee,,
08/21/2022 1:02:00 PM,pee,,
08/21/2022 11:01:00 AM,pee and poo,yellow,Solid
08/21/2022 8:55:00 AM,pee,,
08/21/2022 6:45:00 AM,pee,,
08/20/2022 5:13:00 PM,pee,,
08/20/2022 12:56:00 PM,pee,,
08/20/2022 8:53:00 AM,pee,,
08/20/2022 6:35:00 AM,pee,,
08/19/2022 4:31:06 PM,pee,,
08/19/2022 12:50:00 PM,pee,,
08/19/2022 8:55:00 AM,pee,,
08/19/2022 7:37:00 AM,poo,yellow,Solid
08/19/2022 6:21:00 AM,pee,,
08/18/2022 6:52:00 PM,pee,,
08/18/2022 6:01:00 PM,pee and poo,yellow,Solid
08/18/2022 4:20:00 PM,pee,,
08/18/2022 12:42:00 PM,pee,,
08/18/2022 8:48:00 AM,pee,,
08/18/2022 6:35:00 AM,pee,,
08/17/2022 6:48:00 PM,pee,,
08/17/2022 4:45:00 PM,pee,,
08/17/2022 1:22:00 PM,pee,,
08/17/2022 8:56:00 AM,pee,,
08/17/2022 6:37:00 AM,pee,,
08/16/2022 5:54:00 PM,pee and poo,yellow,Solid
08/16/2022 3:15:00 PM,pee,,
08/16/2022 10:06:00 AM,pee,,
08/16/2022 6:23:00 AM,pee,,
08/15/2022 5:05:00 PM,pee,,
08/15/2022 12:48:00 PM,pee and poo,yellow,Solid
08/15/2022 8:15:00 AM,pee and poo,yellow,Solid
08/15/2022 7:23:00 AM,pee,,
08/14/2022 7:32:49 PM,pee,,
08/14/2022 3:47:20 PM,pee,,
08/14/2022 10:34:00 AM,pee,,
08/14/2022 7:01:00 AM,pee,,
08/13/2022 6:11:08 PM,pee,,
08/13/2022 12:56:00 PM,pee,,
08/13/2022 8:58:09 AM,pee,,
08/13/2022 7:01:00 AM,pee,,
08/12/2022 6:41:43 PM,pee,,
08/12/2022 3:31:00 PM,pee,,
08/12/2022 12:56:00 PM,pee and poo,yellow,Solid
08/12/2022 8:44:00 AM,pee,,
08/12/2022 6:13:00 AM,pee and poo,yellow,Solid
08/11/2022 7:00:43 PM,pee,,
08/11/2022 4:39:53 PM,pee,,
08/11/2022 11:58:00 AM,pee,,
08/11/2022 8:53:00 AM,pee,,
08/11/2022 6:30:00 AM,pee,,
08/10/2022 7:03:45 PM,pee,,
08/10/2022 4:28:55 PM,pee,,
08/10/2022 12:59:17 PM,pee,,
08/10/2022 8:30:00 AM,pee and poo,yellow,Solid
08/10/2022 5:15:00 AM,pee,,
08/09/2022 6:57:05 PM,pee,,
08/09/2022 3:58:58 PM,pee,,
08/09/2022 12:50:00 PM,pee,,
08/09/2022 8:48:00 AM,pee,,
08/09/2022 6:15:00 AM,pee,,
08/08/2022 6:43:48 PM,pee and poo,yellow,Solid
08/08/2022 5:24:26 PM,pee,,
08/08/2022 12:57:37 PM,pee,,
08/08/2022 11:11:00 AM,pee and poo,yellow,Solid
08/08/2022 8:48:00 AM,pee and poo,yellow,Solid
