Time of feeding,Milk type,Amount(ml),Amount(oz)
06/04/2019 4:30:56 PM,Formula,60.0,2.0289
06/04/2019 4:03:52 PM,Formula,105.0,3.5506
06/04/2019 2:35:52 PM,Formula,85.0,2.8743
06/04/2019 12:10:03 PM,Formula,70.0,2.3671
06/04/2019 11:42:34 AM,Formula,70.0,2.3671
06/04/2019 7:53:09 AM,Formula,165.0,5.5795
06/03/2019 9:11:30 PM,Formula,175.0,5.9176
06/03/2019 6:44:16 PM,Formula,165.0,5.5795
06/03/2019 5:00:20 PM,Formula,70.0,2.3671
06/03/2019 3:55:33 PM,Formula,70.0,2.3671
06/03/2019 11:57:03 AM,Formula,175.0,5.9176
06/03/2019 8:10:17 AM,Formula,130.0,4.3960
06/02/2019 10:11:41 PM,Formula,130.0,4.3960
06/02/2019 7:25:10 PM,Formula,105.0,3.5506
06/02/2019 6:20:24 PM,Formula,175.0,5.9176
06/02/2019 3:15:28 PM,Formula,140.0,4.7341
06/02/2019 11:40:24 AM,Formula,150.0,5.0723
06/02/2019 7:06:54 AM,Formula,130.0,4.3960
06/01/2019 8:48:40 PM,Formula,160.0,5.4104
06/01/2019 6:01:52 PM,Formula,80.0,2.7052
06/01/2019 4:00:35 PM,Formula,140.0,4.7341
06/01/2019 1:04:29 PM,Formula,165.0,5.5795
06/01/2019 9:13:14 AM,Formula,105.0,3.5506
05/31/2019 10:18:34 PM,Formula,35.0,1.1835
05/31/2019 7:55:20 PM,Formula,165.0,5.5795
05/31/2019 4:26:59 PM,Formula,205.0,6.9321
05/31/2019 12:15:19 PM,Formula,180.0,6.0867
05/31/2019 8:28:50 AM,Formula,105.0,3.5506
05/30/2019 8:30:33 AM,Formula,140.0,4.7341
05/30/2019 10:22:32 PM,Formula,75.0,2.5361
05/30/2019 9:53:31 PM,Formula,190.0,6.4249
05/30/2019 7:05:56 PM,Formula,80.0,2.7052
05/30/2019 5:00:03 PM,Formula,205.0,6.9321
05/30/2019 12:44:17 PM,Formula,175.0,5.9176
05/29/2019 10:50:16 PM,Formula,155.0,5.2413
05/29/2019 8:13:25 PM,Formula,105.0,3.5506
05/29/2019 7:22:22 PM,Formula,70.0,2.3671
05/29/2019 7:02:03 PM,Formula,105.0,3.5506
05/29/2019 5:51:24 PM,Formula,110.0,3.7197
05/29/2019 4:20:09 PM,Formula,45.0,1.5217
05/29/2019 12:33:40 PM,Formula,125.0,4.2269
05/29/2019 9:01:16 AM,Formula,100.0,3.3815
05/29/2019 7:02:09 AM,Formula,90.0,3.0434
05/28/2019 10:32:21 PM,Formula,185.0,6.2558
05/28/2019 7:30:35 PM,Formula,175.0,5.9176
05/28/2019 5:10:02 PM,Formula,205.0,6.9321
05/28/2019 12:25:56 PM,Formula,205.0,6.9321
05/28/2019 8:05:20 AM,Formula,105.0,3.5506
05/27/2019 10:05:06 PM,Formula,140.0,4.7341
05/27/2019 7:28:48 PM,Formula,175.0,5.9176
05/27/2019 5:26:32 PM,Formula,205.0,6.9321
05/27/2019 1:01:30 PM,Formula,90.0,3.0434
05/27/2019 12:01:48 PM,Formula,115.0,3.8887
05/27/2019 8:28:22 AM,Formula,90.0,3.0434
05/26/2019 10:00:38 PM,Formula,205.0,6.9321
05/26/2019 6:25:48 PM,Formula,105.0,3.5506
05/26/2019 4:00:18 PM,Formula,140.0,4.7341
05/26/2019 3:49:35 PM,Formula,70.0,2.3671
05/26/2019 12:07:12 PM,Formula,195.0,6.5939
05/26/2019 8:20:38 AM,Formula,155.0,5.2413
05/25/2019 9:51:24 PM,Formula,205.0,6.9321
05/25/2019 6:25:06 PM,Formula,205.0,6.9321
05/25/2019 4:02:59 PM,Formula,140.0,4.7341
05/25/2019 12:14:06 PM,Formula,205.0,6.9321
05/25/2019 8:29:11 AM,Formula,175.0,5.9176
05/24/2019 10:09:52 PM,Formula,205.0,6.9321
05/24/2019 6:52:36 PM,Formula,195.0,6.5939
05/24/2019 3:52:11 PM,Formula,195.0,6.5939
05/24/2019 12:06:30 PM,Formula,140.0,4.7341
05/24/2019 8:23:15 AM,Formula,175.0,5.9176
05/23/2019 10:34:59 PM,Formula,205.0,6.9321
05/23/2019 6:52:17 PM,Formula,200.0,6.7630
05/23/2019 3:46:27 PM,Formula,200.0,6.7630
05/23/2019 11:32:15 AM,Formula,205.0,6.9321
05/23/2019 8:31:55 AM,Formula,125.0,4.2269
05/22/2019 10:50:00 PM,Formula,85.0,2.8743
05/22/2019 8:26:52 PM,Formula,70.0,2.3671
05/22/2019 8:13:36 PM,Formula,70.0,2.3671
05/22/2019 6:43:34 PM,Formula,205.0,6.9321
05/22/2019 3:28:26 PM,Formula,165.0,5.5795
05/22/2019 12:00:02 PM,Formula,175.0,5.9176
05/22/2019 8:10:22 AM,Formula,155.0,5.2413
05/21/2019 11:12:44 PM,Formula,10.0,0.3382
05/21/2019 9:21:11 PM,Formula,175.0,5.9176
05/21/2019 7:10:14 PM,Formula,105.0,3.5506
05/21/2019 6:22:12 PM,Formula,125.0,4.2269
05/21/2019 4:55:40 PM,Formula,80.0,2.7052
05/21/2019 1:05:17 PM,Formula,140.0,4.7341
05/21/2019 10:35:34 AM,Formula,160.0,5.4104
05/21/2019 7:00:32 AM,Formula,60.0,2.0289
05/20/2019 10:28:07 PM,Formula,195.0,6.5939
05/20/2019 7:50:22 PM,Formula,90.0,3.0434
05/20/2019 6:53:12 PM,Formula,175.0,5.9176
05/20/2019 3:12:44 PM,Formula,195.0,6.5939
05/20/2019 12:50:23 PM,Formula,10.0,0.3382
05/20/2019 10:22:32 AM,Formula,140.0,4.7341
05/20/2019 7:00:10 AM,Formula,80.0,2.7052
05/19/2019 10:10:02 PM,Formula,200.0,6.7630
05/19/2019 7:33:06 PM,Formula,115.0,3.8887
05/19/2019 5:42:33 PM,Formula,115.0,3.8887
05/19/2019 3:55:58 PM,Formula,200.0,6.7630
05/19/2019 11:21:59 AM,Formula,205.0,6.9321
05/19/2019 7:01:42 AM,Formula,80.0,2.7052
05/18/2019 10:09:59 PM,Formula,105.0,3.5506
05/18/2019 8:16:54 PM,Formula,105.0,3.5506
05/18/2019 6:47:24 PM,Formula,195.0,6.5939
05/18/2019 4:00:24 PM,Formula,145.0,4.9032
05/18/2019 12:56:36 PM,Formula,140.0,4.7341
05/18/2019 10:08:46 AM,Formula,105.0,3.5506
05/18/2019 7:05:46 AM,Formula,155.0,5.2413
05/17/2019 10:35:50 PM,Formula,205.0,6.9321
05/17/2019 7:29:44 PM,Formula,140.0,4.7341
05/17/2019 5:59:16 PM,Formula,140.0,4.7341
05/17/2019 3:25:46 PM,Formula,165.0,5.5795
05/17/2019 12:00:30 PM,Formula,140.0,4.7341
05/17/2019 7:03:07 AM,Formula,140.0,4.7341
05/16/2019 9:35:35 PM,Formula,175.0,5.9176
05/16/2019 6:45:59 PM,Formula,205.0,6.9321
05/16/2019 4:00:08 PM,Formula,140.0,4.7341
05/16/2019 1:07:44 PM,Formula,75.0,2.5361
05/16/2019 11:25:23 AM,Formula,160.0,5.4104
05/16/2019 7:01:15 AM,Formula,150.0,5.0723
05/15/2019 9:33:59 PM,Formula,205.0,6.9321
05/15/2019 6:56:19 PM,Formula,105.0,3.5506
05/15/2019 6:22:33 PM,Formula,140.0,4.7341
05/15/2019 3:37:53 PM,Formula,140.0,4.7341
05/15/2019 11:12:16 AM,Formula,190.0,6.4249
05/15/2019 7:01:39 AM,Formula,155.0,5.2413
05/14/2019 10:28:02 PM,Formula,175.0,5.9176
05/14/2019 7:40:45 PM,Formula,140.0,4.7341
05/14/2019 5:38:55 PM,Formula,155.0,5.2413
05/14/2019 3:18:46 PM,Formula,155.0,5.2413
05/14/2019 10:53:34 AM,Formula,185.0,6.2558
05/14/2019 7:04:01 AM,Formula,175.0,5.9176
05/13/2019 8:55:12 PM,Formula,195.0,6.5939
05/13/2019 6:25:47 PM,Formula,205.0,6.9321
05/13/2019 3:58:55 PM,Formula,140.0,4.7341
05/13/2019 12:08:43 PM,Formula,140.0,4.7341
05/13/2019 9:59:18 AM,Formula,80.0,2.7052
05/13/2019 7:01:01 AM,Formula,140.0,4.7341
05/12/2019 10:34:16 PM,Formula,205.0,6.9321
05/12/2019 7:12:24 PM,Formula,15.0,0.5072
05/12/2019 6:28:54 PM,Formula,205.0,6.9321
05/12/2019 3:23:39 PM,Formula,150.0,5.0723
05/12/2019 12:07:20 PM,Formula,140.0,4.7341
05/12/2019 8:49:20 AM,Formula,35.0,1.1835
05/12/2019 7:02:15 AM,Formula,165.0,5.5795
05/11/2019 10:06:24 PM,Formula,140.0,4.7341
05/11/2019 7:10:58 PM,Formula,215.0,7.2702
05/11/2019 3:28:31 PM,Formula,145.0,4.9032
05/11/2019 12:31:19 PM,Formula,200.0,6.7630
05/11/2019 9:10:49 AM,Formula,175.0,5.9176
05/11/2019 7:01:30 AM,Formula,175.0,5.9176
05/10/2019 9:04:13 PM,Formula,60.0,2.0289
05/10/2019 6:55:11 PM,Formula,240.0,8.1156
05/10/2019 4:15:00 PM,Formula,205.0,6.9321
05/10/2019 12:35:44 PM,Formula,205.0,6.9321
05/10/2019 9:03:16 AM,Formula,140.0,4.7341
05/10/2019 7:02:28 AM,Formula,165.0,5.5795
05/09/2019 8:40:42 PM,Formula,70.0,2.3671
05/09/2019 6:52:05 PM,Formula,240.0,8.1156
05/09/2019 4:00:19 PM,Formula,185.0,6.2558
05/09/2019 12:32:51 PM,Formula,205.0,6.9321
05/09/2019 9:32:23 AM,Formula,165.0,5.5795
05/09/2019 7:04:50 AM,Formula,175.0,5.9176
05/08/2019 10:01:58 PM,Formula,105.0,3.5506
05/08/2019 6:55:07 PM,Formula,240.0,8.1156
05/08/2019 4:00:06 PM,Formula,185.0,6.2558
05/08/2019 12:26:42 PM,Formula,155.0,5.2413
05/08/2019 10:05:24 AM,Formula,175.0,5.9176
05/08/2019 7:01:15 AM,Formula,175.0,5.9176
05/07/2019 9:54:51 PM,Formula,205.0,6.9321
05/07/2019 6:52:39 PM,Formula,205.0,6.9321
05/07/2019 3:09:01 PM,Formula,190.0,6.4249
05/07/2019 10:58:39 AM,Formula,205.0,6.9321
05/07/2019 7:01:25 AM,Formula,175.0,5.9176
05/06/2019 10:12:44 PM,Formula,175.0,5.9176
05/06/2019 7:41:07 PM,Formula,105.0,3.5506
05/06/2019 6:25:27 PM,Formula,140.0,4.7341
05/06/2019 3:18:23 PM,Formula,205.0,6.9321
05/06/2019 11:05:33 AM,Formula,195.0,6.5939
05/06/2019 7:06:15 AM,Formula,175.0,5.9176
05/05/2019 9:43:11 PM,Formula,125.0,4.2269
05/05/2019 7:06:13 PM,Formula,140.0,4.7341
05/05/2019 4:20:38 PM,Formula,205.0,6.9321
05/05/2019 12:30:57 PM,Formula,205.0,6.9321
05/05/2019 9:10:07 AM,Formula,140.0,4.7341
05/05/2019 7:01:03 AM,Formula,190.0,6.4249
05/04/2019 7:55:57 PM,Formula,205.0,6.9321
05/04/2019 5:05:14 PM,Formula,205.0,6.9321
05/04/2019 2:15:00 PM,Formula,205.0,6.9321
05/04/2019 11:00:44 AM,Formula,205.0,6.9321
05/04/2019 7:00:18 AM,Formula,160.0,5.4104
05/03/2019 9:45:04 PM,Formula,85.0,2.8743
05/03/2019 8:00:53 PM,Formula,140.0,4.7341
05/03/2019 6:24:53 PM,Formula,175.0,5.9176
05/03/2019 2:42:37 PM,Formula,205.0,6.9321
05/03/2019 11:12:28 AM,Formula,220.0,7.4393
05/03/2019 7:02:42 AM,Formula,180.0,6.0867
05/02/2019 10:01:32 PM,Formula,140.0,4.7341
05/02/2019 8:36:16 PM,Formula,25.0,0.8454
05/02/2019 7:24:58 PM,Formula,80.0,2.7052
05/02/2019 5:47:09 PM,Formula,175.0,5.9176
05/02/2019 3:30:57 PM,Formula,145.0,4.9032
05/02/2019 12:15:04 PM,Formula,175.0,5.9176
05/02/2019 9:04:26 AM,Formula,140.0,4.7341
05/02/2019 7:01:54 AM,Formula,175.0,5.9176
05/01/2019 10:21:53 PM,Formula,175.0,5.9176
05/01/2019 6:29:57 PM,Formula,205.0,6.9321
05/01/2019 3:31:42 PM,Formula,165.0,5.5795
05/01/2019 12:26:42 PM,Formula,175.0,5.9176
05/01/2019 8:59:24 AM,Formula,155.0,5.2413
05/01/2019 7:07:24 AM,Formula,175.0,5.9176
04/30/2019 10:04:44 PM,Formula,175.0,5.9176
04/30/2019 6:41:36 PM,Formula,160.0,5.4104
04/30/2019 3:33:32 PM,Formula,130.0,4.3960
04/30/2019 12:45:04 PM,Formula,205.0,6.9321
04/30/2019 9:02:51 AM,Formula,175.0,5.9176
04/30/2019 7:00:21 AM,Formula,160.0,5.4104
04/29/2019 8:56:48 PM,Formula,70.0,2.3671
04/29/2019 6:57:14 PM,Formula,140.0,4.7341
04/29/2019 5:15:16 PM,Formula,175.0,5.9176
04/29/2019 2:30:43 PM,Formula,175.0,5.9176
04/29/2019 12:25:05 PM,Formula,175.0,5.9176
04/29/2019 8:57:47 AM,Formula,175.0,5.9176
04/29/2019 7:00:59 AM,Formula,175.0,5.9176
04/28/2019 10:22:29 PM,Formula,140.0,4.7341
04/28/2019 6:05:59 PM,Formula,200.0,6.7630
04/28/2019 3:47:18 PM,Formula,175.0,5.9176
04/28/2019 12:53:13 PM,Formula,150.0,5.0723
04/28/2019 10:55:54 AM,Formula,190.0,6.4249
04/28/2019 7:07:39 AM,Formula,175.0,5.9176
04/27/2019 11:19:32 PM,Formula,105.0,3.5506
04/27/2019 7:57:18 PM,Formula,105.0,3.5506
04/27/2019 6:23:31 PM,Formula,205.0,6.9321
04/27/2019 4:25:42 PM,Formula,175.0,5.9176
04/27/2019 12:40:10 PM,Formula,175.0,5.9176
04/27/2019 9:20:21 AM,Formula,140.0,4.7341
04/27/2019 6:55:38 AM,Formula,175.0,5.9176
04/26/2019 10:04:27 PM,Formula,105.0,3.5506
04/26/2019 8:03:38 PM,Formula,25.0,0.8454
04/26/2019 7:15:41 PM,Formula,105.0,3.5506
04/26/2019 5:51:59 PM,Formula,175.0,5.9176
04/26/2019 3:15:38 PM,Formula,105.0,3.5506
04/26/2019 12:39:58 PM,Formula,205.0,6.9321
04/26/2019 9:25:56 AM,Formula,140.0,4.7341
04/26/2019 7:01:43 AM,Formula,165.0,5.5795
04/25/2019 8:20:42 PM,Formula,160.0,5.4104
04/25/2019 6:35:21 PM,Formula,175.0,5.9176
04/25/2019 4:05:01 PM,Formula,155.0,5.2413
04/25/2019 12:15:50 PM,Formula,205.0,6.9321
04/25/2019 9:15:57 AM,Formula,140.0,4.7341
04/25/2019 7:04:27 AM,Formula,175.0,5.9176
04/24/2019 9:06:51 PM,Formula,125.0,4.2269
04/24/2019 6:40:59 PM,Formula,200.0,6.7630
04/24/2019 3:32:53 PM,Formula,175.0,5.9176
04/24/2019 12:02:10 PM,Formula,165.0,5.5795
04/24/2019 8:47:46 AM,Formula,175.0,5.9176
04/24/2019 7:00:11 AM,Formula,175.0,5.9176
04/23/2019 8:54:00 PM,Formula,70.0,2.3671
04/23/2019 7:05:12 PM,Formula,175.0,5.9176
04/23/2019 4:59:07 PM,Formula,175.0,5.9176
04/23/2019 1:25:17 PM,Formula,175.0,5.9176
04/23/2019 11:39:34 AM,Formula,140.0,4.7341
04/23/2019 9:31:16 AM,Formula,175.0,5.9176
04/23/2019 7:04:22 AM,Formula,140.0,4.7341
04/22/2019 9:21:59 PM,Formula,140.0,4.7341
04/22/2019 6:44:40 PM,Formula,205.0,6.9321
04/22/2019 4:01:52 PM,Formula,150.0,5.0723
04/22/2019 12:32:41 PM,Formula,205.0,6.9321
04/22/2019 9:18:37 AM,Formula,175.0,5.9176
04/22/2019 6:56:53 AM,Formula,140.0,4.7341
04/21/2019 10:03:38 PM,Formula,100.0,3.3815
04/21/2019 7:56:21 PM,Formula,105.0,3.5506
04/21/2019 6:56:09 PM,Formula,205.0,6.9321
04/21/2019 4:04:04 PM,Formula,205.0,6.9321
04/21/2019 11:37:14 AM,Formula,185.0,6.2558
04/21/2019 8:25:06 AM,Formula,205.0,6.9321
04/20/2019 9:53:15 PM,Formula,155.0,5.2413
04/20/2019 7:06:08 PM,Formula,205.0,6.9321
04/20/2019 4:00:27 PM,Formula,180.0,6.0867
04/20/2019 12:30:05 PM,Formula,195.0,6.5939
04/20/2019 9:22:09 AM,Formula,175.0,5.9176
04/20/2019 7:04:02 AM,Formula,140.0,4.7341
04/19/2019 11:33:35 PM,Formula,70.0,2.3671
04/19/2019 8:09:15 PM,Formula,90.0,3.0434
04/19/2019 6:30:47 PM,Formula,205.0,6.9321
04/19/2019 3:54:16 PM,Formula,205.0,6.9321
04/19/2019 12:22:21 PM,Formula,120.0,4.0578
04/19/2019 9:23:44 AM,Formula,175.0,5.9176
04/19/2019 6:51:43 AM,Formula,140.0,4.7341
04/18/2019 10:01:42 PM,Formula,140.0,4.7341
04/18/2019 7:51:56 PM,Formula,105.0,3.5506
04/18/2019 6:31:55 PM,Formula,190.0,6.4249
04/18/2019 3:19:41 PM,Formula,175.0,5.9176
04/18/2019 12:12:11 PM,Formula,125.0,4.2269
04/18/2019 8:59:03 AM,Formula,140.0,4.7341
04/18/2019 7:03:15 AM,Formula,140.0,4.7341
04/17/2019 11:15:08 PM,Formula,100.0,3.3815
04/17/2019 7:38:53 PM,Formula,125.0,4.2269
04/17/2019 6:20:23 PM,Formula,140.0,4.7341
04/17/2019 3:41:17 PM,Formula,165.0,5.5795
04/17/2019 12:29:15 PM,Formula,105.0,3.5506
04/17/2019 10:07:16 AM,Formula,175.0,5.9176
04/17/2019 7:04:08 AM,Formula,175.0,5.9176
04/16/2019 7:40:38 PM,Formula,140.0,4.7341
04/16/2019 6:22:36 PM,Formula,175.0,5.9176
04/16/2019 3:32:18 PM,Formula,205.0,6.9321
04/16/2019 12:07:29 PM,Formula,175.0,5.9176
04/16/2019 8:17:38 AM,Formula,205.0,6.9321
04/15/2019 9:13:56 PM,Formula,105.0,3.5506
04/15/2019 7:09:13 PM,Formula,105.0,3.5506
04/15/2019 6:25:47 PM,Formula,175.0,5.9176
04/15/2019 4:00:28 PM,Formula,205.0,6.9321
04/15/2019 12:05:15 PM,Formula,175.0,5.9176
04/15/2019 8:25:42 AM,Formula,175.0,5.9176
04/14/2019 10:25:34 PM,Formula,105.0,3.5506
04/14/2019 7:35:07 PM,Formula,125.0,4.2269
04/14/2019 6:45:44 PM,Formula,175.0,5.9176
04/14/2019 4:13:13 PM,Formula,205.0,6.9321
04/14/2019 12:29:24 PM,Formula,175.0,5.9176
04/14/2019 8:31:21 AM,Formula,165.0,5.5795
04/13/2019 10:13:07 PM,Formula,105.0,3.5506
04/13/2019 7:48:03 PM,Formula,140.0,4.7341
04/13/2019 6:50:41 PM,Formula,185.0,6.2558
04/13/2019 5:00:37 PM,Formula,80.0,2.7052
04/13/2019 4:03:22 PM,Formula,125.0,4.2269
04/13/2019 12:07:58 PM,Formula,140.0,4.7341
04/13/2019 8:20:12 AM,Formula,175.0,5.9176
04/12/2019 9:15:26 PM,Formula,185.0,6.2558
04/12/2019 6:35:11 PM,Formula,205.0,6.9321
04/12/2019 3:36:37 PM,Formula,175.0,5.9176
04/12/2019 12:00:25 PM,Formula,125.0,4.2269
04/12/2019 8:27:47 AM,Formula,200.0,6.7630
04/11/2019 10:12:03 PM,Formula,205.0,6.9321
04/11/2019 7:35:01 PM,Formula,70.0,2.3671
04/11/2019 6:04:16 PM,Formula,175.0,5.9176
04/11/2019 3:57:57 PM,Formula,115.0,3.8887
04/11/2019 12:00:05 PM,Formula,205.0,6.9321
04/11/2019 8:17:39 AM,Formula,150.0,5.0723
04/10/2019 10:00:51 PM,Formula,105.0,3.5506
04/10/2019 7:50:27 PM,Formula,115.0,3.8887
04/10/2019 6:06:27 PM,Formula,205.0,6.9321
04/10/2019 5:55:15 PM,Formula,10.0,0.3382
04/10/2019 2:51:42 PM,Formula,205.0,6.9321
04/10/2019 11:10:42 AM,Formula,200.0,6.7630
04/10/2019 7:00:06 AM,Formula,125.0,4.2269
04/09/2019 10:19:03 PM,Formula,105.0,3.5506
04/09/2019 7:37:11 PM,Formula,145.0,4.9032
04/09/2019 5:51:03 PM,Formula,175.0,5.9176
04/09/2019 3:20:32 PM,Formula,190.0,6.4249
04/09/2019 11:39:07 AM,Formula,200.0,6.7630
04/09/2019 6:52:55 AM,Formula,140.0,4.7341
04/08/2019 9:05:57 PM,Formula,205.0,6.9321
04/08/2019 5:42:14 PM,Formula,175.0,5.9176
04/08/2019 3:10:55 PM,Formula,205.0,6.9321
04/08/2019 11:33:41 AM,Formula,205.0,6.9321
04/08/2019 7:06:34 AM,Formula,160.0,5.4104
04/07/2019 7:56:42 PM,Formula,175.0,5.9176
04/07/2019 6:50:08 PM,Formula,175.0,5.9176
04/07/2019 3:57:35 PM,Formula,190.0,6.4249
04/07/2019 11:59:41 AM,Formula,190.0,6.4249
04/07/2019 7:55:01 AM,Formula,205.0,6.9321
04/06/2019 8:55:40 PM,Formula,175.0,5.9176
04/06/2019 6:30:16 PM,Formula,175.0,5.9176
04/06/2019 3:35:58 PM,Formula,175.0,5.9176
04/06/2019 12:00:36 PM,Formula,205.0,6.9321
04/06/2019 8:16:14 AM,Formula,205.0,6.9321
04/05/2019 9:36:38 PM,Formula,140.0,4.7341
04/05/2019 7:41:59 PM,Formula,120.0,4.0578
04/05/2019 6:34:01 PM,Formula,160.0,5.4104
04/05/2019 3:44:06 PM,Formula,205.0,6.9321
04/05/2019 11:57:39 AM,Formula,190.0,6.4249
04/05/2019 8:17:47 AM,Formula,125.0,4.2269
04/04/2019 11:10:56 PM,Formula,105.0,3.5506
04/04/2019 8:55:37 PM,Formula,140.0,4.7341
04/04/2019 6:40:34 PM,Formula,205.0,6.9321
04/04/2019 3:55:55 PM,Formula,160.0,5.4104
04/04/2019 12:03:12 PM,Formula,180.0,6.0867
04/04/2019 7:59:22 AM,Formula,205.0,6.9321
04/03/2019 11:42:22 PM,Formula,140.0,4.7341
04/03/2019 7:48:44 PM,Formula,140.0,4.7341
04/03/2019 6:15:10 PM,Formula,155.0,5.2413
04/03/2019 3:35:18 PM,Formula,205.0,6.9321
04/03/2019 1:00:06 PM,Formula,10.0,0.3382
04/03/2019 12:00:34 PM,Formula,105.0,3.5506
04/03/2019 7:59:29 AM,Formula,175.0,5.9176
04/02/2019 9:49:53 PM,Formula,175.0,5.9176
04/02/2019 6:40:55 PM,Formula,205.0,6.9321
04/02/2019 3:18:39 PM,Formula,175.0,5.9176
04/02/2019 12:09:41 PM,Formula,175.0,5.9176
04/02/2019 9:33:46 AM,Formula,140.0,4.7341
04/02/2019 7:40:30 AM,Formula,10.0,0.3382
04/02/2019 6:22:19 AM,Formula,90.0,3.0434
04/01/2019 11:04:03 PM,Formula,25.0,0.8454
04/01/2019 9:12:51 PM,Formula,175.0,5.9176
04/01/2019 6:25:23 PM,Formula,155.0,5.2413
04/01/2019 3:55:37 PM,Formula,185.0,6.2558
04/01/2019 12:07:39 PM,Formula,120.0,4.0578
04/01/2019 9:42:18 AM,Formula,25.0,0.8454
04/01/2019 9:17:25 AM,Formula,175.0,5.9176
04/01/2019 7:08:15 AM,Formula,125.0,4.2269
03/31/2019 10:52:42 PM,Formula,80.0,2.7052
03/31/2019 8:45:16 PM,Formula,150.0,5.0723
03/31/2019 6:49:01 PM,Formula,160.0,5.4104
03/31/2019 3:48:33 PM,Formula,185.0,6.2558
03/31/2019 12:00:12 PM,Formula,155.0,5.2413
03/31/2019 9:08:34 AM,Formula,140.0,4.7341
03/31/2019 7:03:36 AM,Formula,165.0,5.5795
03/30/2019 11:16:42 PM,Formula,105.0,3.5506
03/30/2019 8:42:59 PM,Formula,160.0,5.4104
03/30/2019 6:35:16 PM,Formula,185.0,6.2558
03/30/2019 3:55:27 PM,Formula,205.0,6.9321
03/30/2019 11:59:08 AM,Formula,190.0,6.4249
03/30/2019 8:36:04 AM,Formula,115.0,3.8887
03/30/2019 6:13:49 AM,Formula,140.0,4.7341
03/29/2019 9:20:43 PM,Formula,140.0,4.7341
03/29/2019 6:55:19 PM,Formula,205.0,6.9321
03/29/2019 3:45:43 PM,Formula,205.0,6.9321
03/29/2019 11:56:17 AM,Formula,175.0,5.9176
03/29/2019 8:29:30 AM,Formula,175.0,5.9176
03/29/2019 5:23:30 AM,Formula,140.0,4.7341
03/28/2019 11:23:24 PM,Formula,70.0,2.3671
03/28/2019 8:35:32 PM,Formula,105.0,3.5506
03/28/2019 7:30:44 PM,Formula,105.0,3.5506
03/28/2019 6:15:20 PM,Formula,175.0,5.9176
03/28/2019 3:55:57 PM,Formula,155.0,5.2413
03/28/2019 11:59:58 AM,Formula,190.0,6.4249
03/28/2019 8:32:50 AM,Formula,175.0,5.9176
03/28/2019 4:55:02 AM,Formula,140.0,4.7341
03/27/2019 11:25:16 PM,Formula,105.0,3.5506
03/27/2019 7:46:51 PM,Formula,105.0,3.5506
03/27/2019 6:16:36 PM,Formula,175.0,5.9176
03/27/2019 4:01:26 PM,Formula,175.0,5.9176
03/27/2019 12:25:21 PM,Formula,180.0,6.0867
03/27/2019 8:31:11 AM,Formula,150.0,5.0723
03/27/2019 5:13:34 AM,Formula,130.0,4.3960
03/26/2019 9:57:53 PM,Formula,140.0,4.7341
03/26/2019 7:55:28 PM,Formula,65.0,2.1980
03/26/2019 6:50:07 PM,Formula,175.0,5.9176
03/26/2019 3:59:15 PM,Formula,165.0,5.5795
03/26/2019 12:00:29 PM,Formula,125.0,4.2269
03/26/2019 8:19:20 AM,Formula,175.0,5.9176
03/26/2019 4:30:18 AM,Formula,125.0,4.2269
03/25/2019 10:17:22 PM,Formula,105.0,3.5506
03/25/2019 8:04:34 PM,Formula,75.0,2.5361
03/25/2019 6:32:41 PM,Formula,175.0,5.9176
03/25/2019 3:35:35 PM,Formula,175.0,5.9176
03/25/2019 11:51:05 AM,Formula,185.0,6.2558
03/25/2019 8:19:45 AM,Formula,175.0,5.9176
03/25/2019 4:17:18 AM,Formula,140.0,4.7341
03/24/2019 10:18:02 PM,Formula,105.0,3.5506
03/24/2019 7:23:55 PM,Formula,105.0,3.5506
03/24/2019 6:35:35 PM,Formula,175.0,5.9176
03/24/2019 3:31:46 PM,Formula,125.0,4.2269
03/24/2019 11:45:20 AM,Formula,160.0,5.4104
03/24/2019 8:20:39 AM,Formula,175.0,5.9176
03/24/2019 4:20:29 AM,Formula,140.0,4.7341
03/23/2019 9:55:05 PM,Formula,160.0,5.4104
03/23/2019 7:05:21 PM,Formula,10.0,0.3382
03/23/2019 6:12:57 PM,Formula,190.0,6.4249
03/23/2019 3:35:58 PM,Formula,130.0,4.3960
03/23/2019 11:56:29 AM,Formula,185.0,6.2558
03/23/2019 8:22:07 AM,Formula,190.0,6.4249
03/23/2019 4:32:49 AM,Formula,130.0,4.3960
03/22/2019 11:06:49 PM,Formula,140.0,4.7341
03/22/2019 6:25:56 PM,Formula,155.0,5.2413
03/22/2019 3:32:25 PM,Formula,175.0,5.9176
03/22/2019 11:55:08 AM,Formula,205.0,6.9321
03/22/2019 8:32:01 AM,Formula,175.0,5.9176
03/22/2019 4:02:49 AM,Formula,140.0,4.7341
03/21/2019 9:00:07 PM,Formula,140.0,4.7341
03/21/2019 6:54:02 PM,Formula,160.0,5.4104
03/21/2019 3:30:31 PM,Formula,150.0,5.0723
03/21/2019 11:57:55 AM,Formula,185.0,6.2558
03/21/2019 8:45:23 AM,Formula,175.0,5.9176
03/21/2019 3:19:30 AM,Formula,140.0,4.7341
03/20/2019 11:06:02 PM,Formula,105.0,3.5506
03/20/2019 8:07:37 PM,Formula,105.0,3.5506
03/20/2019 6:40:59 PM,Formula,130.0,4.3960
03/20/2019 4:32:58 PM,Formula,115.0,3.8887
